char	chai	code	pinyin	zijiset	encode
𧚲	巛月刂衣	ZiXtFjPs		CJK-B	zxfp
𧚳	衤牛巾刂	EgZfZyFj		CJK-B	ezzf
𧚴	衤厶虫	EgQjHr		CJK-B	eqhr
𧚵	火日衣	LcRhPs		CJK-B	lrps
𧚶	衤十戈刀	EgSrCuFj		CJK-B	escf
𧚷	衤白	EgTkZi	wēi	CJK-B	etzi
𧚸	衤山用	EgWrOs		CJK-B	ewos
𧚹	衣口匕	PsBlMpSk		CJK-B	pbms
𧚺	衤止龰	EgPePe		CJK-B	eppe
𧚻	衤匕②白	EgSkKzTk		CJK-B	eskt
𧚼	衤亽龴口	EgJgQjBl		CJK-B	ejqb
𧚽	衣田丌	PsJaDy		CJK-B	pjdy
𧚾	亠吅衣	FcWhPs		CJK-B	fwps
𧚿	耳又衣	WiBjPs		CJK-B	wbps
𧛀	木②衣	IeKzPs		CJK-B	ikps
𧛁	衣冖衣	PsEiPs		CJK-B	peps
𧛂	衤囗古	EgXvYs		CJK-B	exys
𧛃	衤囗禾	EgXvSv		CJK-B	exsv
𧛄	衤亻衣	EgTnPs	shān	CJK-B	etps
𧛅	衤亠夕	EgFcPfPs		CJK-B	efpp
𧛆	衤水日	EgYqRh		CJK-B	eyrh
𧛇	衤長	EgMl		CJK-B	emlg
𧛈	衤侖	EgTi		CJK-B	etig
𧛉	衣木攵	PsIeKd		CJK-B	pikd
𧛊	衤龷日	EgDnRh		CJK-B	edrh
𧛋	衤亽心	EgJgLfQm		CJK-B	ejlq
𧛌	衣丿𠂇又丶	PsSrJtLuBjHc		CJK-B	psjh
𧛍	衤大勹巳	EgVuJwDp		CJK-B	evjd
𧛎	衤山亼龴	EgWrJgQj		CJK-B	ewjq
𧛏	衤䒑幺②	EgNwNfKz	zī	CJK-B	ennk
𧛐	衤尸至	EgOcEv		CJK-B	eoev
𧛑	衤覀土	EgAgGm		CJK-B	eagm
𧛒	衤⺮大	EgMvVu	tì	CJK-B	emvu
𧛓	衤虍夊	EgGpKe	qiān	CJK-B	egke
𧛔	衤龶母	EgFdUa	dú	CJK-B	efua
𧛕	衤⺜目	EgRhXn		CJK-B	erxn
𧛖	衤方𠂉也	EgNsSfOi		CJK-B	enso
𧛗	衤犬	EgQfNc	tú	CJK-B	eqnc
𧛘	衤丂口又一	EgElBlBjYa		CJK-B	eeby
𧛙	衣爫龴木	PsPuQjIe		CJK-B	ppqi
𧛚	衤田一	EgJaYaPs	wēi	CJK-B	ejyp
𧛛	衤人镸	EgJsMl		CJK-B	ejml
𧛜	土②寸衣	GmKzDlPs		CJK-B	gkdp
𧛝	衤㐅凵八夊	EgOqKrIsKe		CJK-B	eokk
𧛞	衤古⺼	EgYsXt	hú	CJK-B	eyxt
𧛟	衤日生	EgRhOu	xīng	CJK-B	erou
𧛠	衤戈工八	EgCuHxIs		CJK-B	echi
𧛡	衤戊一口	EgVwYaBl	shān	CJK-B	evyb
𧛢	衤至攵	EgEvKd	zhǐ	CJK-B	eekd
𧛣	二コ又衣	OcNpAoBjPs		CJK-B	onap
𧛤	衤勹丶心	EgJwWyHcQm		CJK-B	ejwq
𧛥	衤冂土	EgOgKrGm		CJK-B	eokg
𧛦	一巾戈衣	YaZyCuPs		CJK-B	yzcp
𧛧	口衣夕②	BlPsPfKz	chǐ	CJK-B	bppk
𧛨	啇八口	CtIsBlPs		CJK-B	cibp
𧛩	衤⺿句	EgDyWm		CJK-B	edwm
𧛪	衤宀工口	EgEiHxBl		CJK-B	eehb
𧛫	衣古月	PsYsXt		CJK-B	pyxt
𧛬	屮口衣	AmAmBlPs		CJK-B	aabp
𧛭	衤艹𠂇口	EgDyLuBl		CJK-B	edlb
𧛮	衤木示	EgIeLd		CJK-B	eild
𧛯	䒑⺝刂衣	NwXtFjPs		CJK-B	nxfp
𧛰	衤目	EgOcXn		CJK-B	eoxn
𧛱	亻口木衣	TnBlIePs		CJK-B	tbip
𧛲	𰃦土②衣	UfGmKzPs		CJK-B	ugkp
𧛳	衤𠂉氺凵	EgSfYqKr		CJK-B	esyk
𧛴	衤弓②	EgJeKzIs		CJK-B	ejki
𧛵	巛歹刂衣	ZiLwFjPs		CJK-B	zlfp
𧛶	衤彳土寸	EgKfGmDl		CJK-B	ekgd
𧛷	衤十戈口	EgSrCuBl		CJK-B	escb
𧛸	衤勹勹	EgJwAmJwAm	zhòu	CJK-B	ejaa
𧛹	衤厶羽	EgIsQjKw	wēng	CJK-B	eiqk
𧛺	衤尸辛	EgOcJr	chí	CJK-B	eojr
𧛻	衤十冖糸	EgSrEiFu	suǒ	CJK-B	esef
𧛼	衤身寸	EgNmDl	xiè	CJK-B	endl
𧛽	尸示又衣	OcLdBjPs		CJK-B	olbp
𧛾	衤土厶皿	EgGmQjDo	kè	CJK-B	egqd
𧛿	衣禾②	PsSvKz		CJK-B	pskv
𧜀	衤冖日六	EgEiRhSu		CJK-B	eers
𧜁	衤㐅朩殳	EgOqIeFo	shài_shā_shǎi	CJK-B	eoif
𧜂	衤𠂤一巾	EgRoYaZy	shī	CJK-B	eryz
𧜃	衤气米	EgJiEu	shòu	CJK-B	ejeu
𧜄	衤龴囗	EgQjXvMk		CJK-B	eqxm
𧜅	衤宀丰口	EgEiFdBl	jiè	CJK-B	eefb
𧜆	衤⺿戈𠂇	EgDyCuLu		CJK-B	edcl
𧜇	衤巛口巴	EgZiBlGi		CJK-B	ezbg
𧜈	衣月丷夫	PsXtNwZo		CJK-B	pxnz
𧜉	高衣	IhPs	gǎo	CJK-B	ipsh
𧜊	衣②日	PsKzRh	lǚ	CJK-B	pkrh
𧜋	衤爫幺廾	EgPuNfDy		CJK-B	epnd
𧜌	木冂攵衣	IeKrKdPs		CJK-B	ikkp
𧜍	衣二欠毌	PsNpLsJf		CJK-B	pnlj
𧜎	衤⺍手	EgYqIsEn		CJK-B	eyie
𧜏	亠非衣	FcUzPs		CJK-B	fups
𧜐	衤厶口心乚	EgQjBlQmLf		CJK-B	eqbl
𧜑	衤⺁一口一巾	EgGjYaBlYaZy		CJK-B	egyz
𧜒	衤⺿大廾	EgDyVuDy		CJK-B	edvd
𧜓	衤骨	EgCw		CJK-B	ecwg
𧜔	衤尸⺌⺝	EgOcDuXt	xiè	CJK-B	eodx
𧜕	衤⺮丿大	EgMvJtVu		CJK-B	emjv
𧜖	衤十	EgSrXnIs		CJK-B	esxi
𧜗	衤馬	EgMg		CJK-B	emgg
𧜘	衤口貝	EgBlZh		CJK-B	ebzh
𧜙	衤工貝	EgHxZh		CJK-B	ehzh
𧜚	气米衣	JiEuPs	zhǐ	CJK-B	jeps
𧜛	衤丶阝	EgHcVoPr		CJK-B	ehvp
𧜜	月丷夫衣	XtNwZoPs		CJK-B	xnzp
𧜝	衤木人氺	EgIeJsYq		CJK-B	eijy
𧜞	衤日罒又	EgRhPgBj	mán_màn	CJK-B	erpb
𧜟	啇八口衣	CtIsBlPs		CJK-B	cibp
𧜠	衤亠幺冫十	EgFcNfQuQuSr	shuài	CJK-B	efns
𧜡	衤⺷皿	EgMkDo	kè	CJK-B	emdo
𧜢	衤囟丶心	EgUfWyHcQm		CJK-B	euwq
𧜣	衤鳥	EgBm	diǎo	CJK-B	ebmg
𧜤	匸矢殳衣	AoNvFoPs	yī	CJK-B	anfp
𧜥	衤广廿灬	EgHbDnLc		CJK-B	ehdl
𧜦	衤束辶	EgFyMe	sù	CJK-B	efme
𧜧	衤㇏臼	EgFdHcVm	chuāng	CJK-B	efhv
𧜨	衤夂㐄辶	EgKeDjMe		CJK-B	ekdm
𧜩	衤口艹冖夕	EgBlDyEiPf		CJK-B	ebdp
𧜪	衣⺈田	PsEnHjJa		CJK-B	pehj
𧜫	衣鹿	PsBi		CJK-B	pbis
𧜬	衤⺮一火	EgMvYaLc		CJK-B	emyl
𧜭	衤尸丿口禸	EgOcJtBlXi		CJK-B	eojx
𧜮	衤宀耳又	EgEiWiBj		CJK-B	eewb
𧜯	文口木	KgBlIePs		CJK-B	kbip
𧜰	衤口夊	EgIhBlKe		CJK-B	eibk
𧜱	衤耳又女	EgWiBjWu	cuì	CJK-B	ewbw
𧜲	衤谷月	EgHfXt	tuò	CJK-B	ehxt
𧜳	衤旡	EgVoIv		CJK-B	eviv
𧜴	衤夫見	EgZoCv		CJK-B	ezcv
𧜵	衤艹冖巾	EgDyEiZy	xiè	CJK-B	edez
𧜶	衤臣又土	EgSpBjGm		CJK-B	esbg
𧜷	尸二火又衣	OcNpLcBjPs		CJK-B	onlp
𧜸	衣一④	PsYaDuUt		CJK-B	pydu
𧜹	衤犭龶⺝	EgNcFdXt		CJK-B	enfx
𧜺	衤虎彡	EgGpWy		CJK-B	egwy
𧜻	千里力衣	UvVpVnPs		CJK-B	uvvp
𧜼	土八土九丶衣	GmIsGmSmHcPs		CJK-B	gigp
𧜽	衤方𠂉疋	EgNsSfKq	xuán	CJK-B	ensk
𧜾	衤尸	EgOcPj		CJK-B	eopj
𧜿	衤⺿甫	EgDyIw		CJK-B	ediw
𧝀	衤田龷八	EgJaDnIs		CJK-B	ejdi
𧝁	衤罒羽	EgPgKw		CJK-B	epkw
𧝂	衤力口貝	EgVnBlZh	hè	CJK-B	evbz
𧝃	衤予𰃦八口	EgWjUfIsBl	jué	CJK-B	ewub
𧝄	衤十田勹灬	EgSrJaJwLc		CJK-B	esjl
𧝅	衤亼口羽	EgJgBlKw		CJK-B	ejbk
𧝆	衤旡②日	EgIvKzRh	tì	CJK-B	eikr
𧝇	衤弗貝	EgWpZh	fèi	CJK-B	ewzh
𧝈	衤隹灬	EgOdLc		CJK-B	eolc
𧝉	衤业㡀	EgEoBu	zhǐ	CJK-B	eebu
𧝊	衤音戈	EgHnCu	shì	CJK-B	ehcu
𧝋	衤子攵	EgIhDxKd	tuí	CJK-B	eidk
𧝌	衤勹灬	EgVlJwLc		CJK-B	evjl
𧝍	衤阝𠂇工⺼	EgPrLuHxXt		CJK-B	eplx
𧝎	衤立里	EgOwVp	chōng_chuáng_chóng	CJK-B	eovp
𧝏	厂禾②衣	GjSvKzPs		CJK-B	gskp
𧝐	衤冖巾口	EgOwEiZyBl	tì	CJK-B	eoeb
𧝑	衣工④	PsHxUt	zhàn	CJK-B	phux
𧝒	衤黃	EgBy	héng	CJK-B	ebyg
𧝓	衤覀早	EgAgIr		CJK-B	eair
𧝔	衤虍丱一	EgGpAyYa	qú	CJK-B	egay
𧝕	衣囗韋	PsXvMa	wéi	CJK-B	pxma
𧝖	囗韋衣	XvMaPs		CJK-B	xmps
𧝗	子攵衣	IhDxKdPs	dūn	CJK-B	idkp
𧝘	衤衣臼	EgPsVm	bào	CJK-B	epvm
𧝙	衤⺶目	EgMkXn		CJK-B	emxn
𧝚	癶一大九丶衣	IsYaVuSmHcPs		CJK-B	iyvp
𧝛	亻鬼衣	TnTpPs		CJK-B	ttps
𧝜	衤大丷日小	EgVuNwRhDu	liáo	CJK-B	evnd
𧝝	衤束⺈贝	EgFyHjFm		CJK-B	efhf
𧝞	衤幺②戈人	EgNfKzCuJs		CJK-B	enkj
𧝟	尚攵衣	GkKdPs		CJK-B	gkps
𧝠	衤龷⺝攵	EgDnXtKd		CJK-B	edxk
𧝡	衤⺮亼口	EgMvJgBl		CJK-B	emjb
𧝢	衣舟丷夫	PsOvNwZo		CJK-B	ponz
𧝣	工④衣	HxUtPs		CJK-B	hups
𧝤	衤斤	EgWnIsXu	sī	CJK-B	ewix
𧝥	衣亻馬	PsTnMg		CJK-B	ptmg
𧝦	厂止歹刂衣	GjPeLwFjPs		CJK-B	gplp
𧝧	衤丷田十戈	EgNwJaSrCu		CJK-B	enjc
𧝨	衤言刀口	EgOmFjBl		CJK-B	eofb
𧝩	衤彳⺁十目	EgKfGjSrXn		CJK-B	ekgx
𧝪	衤覀土寸	EgAgGmDl	biǎo	CJK-B	eagd
𧝫	衤冖巾	EgGnEiZy	xiè	CJK-B	egez
𧝬	㡀攵衣	BuKdPs	bié_bì	CJK-B	bkps
𧝭	衤大丷貝	EgVuNwZh		CJK-B	evnz
𧝮	衤勹米心	EgJwEuQm	cǒng	CJK-B	ejeq
𧝯	衤耳衣	EgWiPs		CJK-B	ewps
𧝰	衤𰃦丿米丂	EgUfJtEuEl		CJK-B	euje
𧝱	衤宀冓八⺋	EgEiFiIsPa		CJK-B	eefp
𧝲	衤虍豕	EgGpTu	jù	CJK-B	egtu
𧝳	衤白方攵	EgTkNsKd	hé	CJK-B	etnk
𧝴	衤⺊一小又目	EgUrYaDuBjXn		CJK-B	euyx
𧝵	衤⺿廿㇗木	EgDyDnLfIe		CJK-B	eddi
𧝶	衤⺿日勹亾	EgDyRhJwGf		CJK-B	edrg
𧝷	臼工殳衣	VmHxFoPs	kuì	CJK-B	vhfp
𧝸	衤亠乡隹	EgFcSiOd	yōng	CJK-B	efso
𧝹	赢衣	GvPs		CJK-B	gpsv
𧝺	衣木予丿木	PsIeWjJtIe		CJK-B	piwi
𧝻	衣舟火廾	PsOvLcDy		CJK-B	pold
𧝼	衤覀示刂	EgAgLdFj		CJK-B	ealf
𧝽	衤日勹亾欠	EgRhJwGfLs		CJK-B	erjl
𧝾	衣爫干凵	PsEnPuDkKr		CJK-B	pepk
𧝿	衤一田一田一	EgYaJaYaJaYa		CJK-B	eyjy
𧞀	衤臣又立	EgSpBjOw	shù	CJK-B	esbo
𧞁	衤丿大非一	EgJtVuUzYa		CJK-B	ejvy
𧞂	衣羽臼	PsKwVm		CJK-B	pkvm
𧞃	衤尸口辛	EgOcBlJr		CJK-B	eobj
𧞄	衤囟丿米丂	EgUfJtEuEl		CJK-B	euje
𧞅	衤土羊辶	EgGmMkMe		CJK-B	egmm
𧞆	衤言羊	EgOmMk		CJK-B	eomk
𧞇	衤爫冖心夂	EgPuEiQmKe		CJK-B	epek
𧞈	日爫一𠂇又衣	RhPuYaLuBjPs		CJK-B	rpyp
𧞉	木予丿木衣	IeWjJtIePs		CJK-B	iwjp
𧞊	衤⺈用刀牛	EgHjOsFjZf		CJK-B	ehoz
𧞋	衤广䒑	EgHbNwRkLc		CJK-B	ehnl
𧞌	衤罒丂灬	EgIsPgElLc		CJK-B	eipl
𧞍	衤宀示	EgEiIsLd	niè	CJK-B	eeil
𧞎	衤爫工心	EgPuHxRkQm		CJK-B	ephq
𧞏	衤丂丨	EgVmElWfIs	yú	CJK-B	evei
𧞐	斤衣	SjXuPs	zhuó	CJK-B	sxps
𧞑	衤冖一豕	EgEoEiYaTu	méng	CJK-B	eeet
𧞒	穀禾衣	GsSvPs	hú	CJK-B	gsps
𧞓	衤齊	EgUw		CJK-B	euwg
𧞔	衤⺿土厶皿	EgDyGmQjDo		CJK-B	edgd
𧞕	而大瓦衣	FhVuLxPs	liè	CJK-B	fvlp
𧞖	衤立山而	EgOwWrFh		CJK-B	eowf
𧞗	衣斤	PsSjXu		CJK-B	psxu
𧞘	衤尸辶	EgOcYqEnMe		CJK-B	eoym
𧞙	覀土瓦衣	AgGmLxPs		CJK-B	aglp
𧞚	亠舟丷夫衣	FcOvNwZoPs		CJK-B	fonp
𧞛	衤十戈隹	EgSrCuOd		CJK-B	esco
𧞜	士口衣	VmGhBlPs		CJK-B	vgbp
𧞝	衤厂冖巾	EgGjGnEiZy	jiē	CJK-B	eggz
𧞞	衤厶⺼匕②灬	EgQjXtSkKzLc	xióng	CJK-B	eqxl
𧞟	衤⺈厂匕②士口	EgHjGjSkKzGhBl		CJK-B	ehgb
𧞠	自冫十衣乂	FgQuQuSrPsOq		CJK-B	fqqo
𧞡	女鳥衣	WuBmPs		CJK-B	wbps
𧞢	十口冖豕衣	SrBlEiTuPs		CJK-B	sbep
𧞣	衤厂日月犬	EgGjRhXtNc	yǎn	CJK-B	egrn
𧞤	衤艹隹又	EgDyOdBj		CJK-B	edob
𧞥	衣冂八口爫女	PsKrIsBlPuWu		CJK-B	pkiw
𧞦	衤⺈囗⺌丂灬	EgHjXvDuElLc		CJK-B	ehxl
𧞧	衤鹿灬	EgBiLc		CJK-B	eblc
𧞨	衤匸品欠	EgAoUbLs		CJK-B	eaul
𧞩	衤𡭔隹戈	EgDuOdCu	jié	CJK-B	edoc
𧞪	衤巛	EgZiPz	là_lié	CJK-B	ezpz
𧞫	衤臣又豆	EgSpBjHw	shù	CJK-B	esbh
𧞬	衤十戈非一	EgSrCuUzYa	jié	CJK-B	escy
𧞭	衤田③	EgJaHt	léi	CJK-B	ejha
𧞮	言豕丶衣	OmTuHcPs		CJK-B	othp
𧞯	灬衣	BiLcPs		CJK-B	blps
𧞰	衤戊⺊一小心	EgVwUrYaDuQm	zú	CJK-B	evuq
𧞱	衤	EgBiPs		CJK-B	ebps
𧞲	衤十一白一白大	EgSrYaTkYaTkVu	shì	CJK-B	esyv
𧞳	衤十勹灬	EgSrVmJwLc		CJK-B	esvl
𧞴	衣言⺆土口	PsOmKrGmBl		CJK-B	pokb
𧞵	衤厂⺿田禸	EgGjDyJaXi		CJK-B	egdx
𧞶	衤⺮馬	EgMvMg		CJK-B	emmg
𧞷	衤衣罒水	EgPsPgYq		CJK-B	eppy
𧞸	衤貝辶	EgHrZhMe	wéi_suì	CJK-B	ehzm
𧞹	穀豕衣	GsTuPs	dū	CJK-B	gtps
𧞺	穀束衣	GsFyPs	sù	CJK-B	gfps
𧞻	衣吅己工乂②	PsWhUdHxOqKz		CJK-B	pwuo
𧞼	衤宀冓八衣	EgEiFiIsPs		CJK-B	eefp
𧞽	衤尸氺牛辶	EgOcYqZfMe		CJK-B	eoym
𧞾	衤黑犬	EgXhNc		CJK-B	exnc
𧞿	衤厂禾②止	EgGjSvKzPe		CJK-B	egsp
𧟀	衤吅田十戈	EgWhJaSrCu		CJK-B	ewjc
𧟁	衤馬䒑廾	EgMgNwDy		CJK-B	emnd
𧟂	衤弓一田一田一	EgJeYaJaYaJaYa		CJK-B	ejyy
𧟃	衤山隹冂八口	EgWrOdKrIsBl	xié	CJK-B	ewob
𧟄	衤衣吅冓	EgPsWhFi	ráng	CJK-B	epwf
𧟅	衤士囗八冂貝	EgGhXvIsKrZh		CJK-B	egxz
𧟆	衤艹丂灬	EgDyBiElLc		CJK-B	edbl
𧟇	衤侖𠱠	EgTiHe		CJK-B	ethe
𧟈	衤囟乂一火	EgVmUfOqYaLc		CJK-B	evul
𧟉	衤⺮門月	EgMvQgXt		CJK-B	emqx
𧟊	衤日屮凵大米	EgRhAmKrVuEu		CJK-B	erae
𧟋	衤艹臣皿	EgDySpMvDo		CJK-B	edsd
𧟌	衤罒糹隹	EgPgFuOd	luò	CJK-B	epfo
𧟍	衤罒厶⺼匕②灬	EgPgQjXtSkKzLc		CJK-B	epql
𧟎	衤土儿囗八冂貝	EgGmInXvIsKrZh		CJK-B	egiz
𧟏	言糹②衣	OmFuKzPs		CJK-B	ofkp
𧟐	衤一虫	EgYaWkHr		CJK-B	eywh
𧟑	衤宀冓八馬	EgEiFiIsMg	qiān	CJK-B	eefm
𧟒	衤囟乂辰	EgVmUfOqUe		CJK-B	evuu
𧟓	衤吅厂乛耳攵	EgWhGjLfWiKd		CJK-B	ewgk
𧟔	衤木日木日日	EgIeRhIeRhKz		CJK-B	eirr
𧟕	衤田③宀夕一	EgJaHtEiPfYa		CJK-B	ejhy
𧟖	衤⺮十戈非一	EgMvSrCuUzYa		CJK-B	emsy
𧟗	衤言糹②十	EgOmFuKzSr		CJK-B	eofs
𧟘	衤十口冖吅冓	EgSrBlEiWhFiPs	nàng	CJK-B	esbp
𧟙	衤𠱠工人②	EgPjHeHxJsKz	líng	CJK-B	ephj
𧟚	衤卝一虫	EgDyYaWkHr		CJK-B	edyh
𧟛	立臼乚立臼乚衣	OwVmLfOwVmLfPs		CJK-B	ovlp
𧟜	衤未丷未丷未丷未丷	EgGoNwGoNwGoNwGoNw	jì	CJK-B	egnn
𧟝	衤金目②隹又	EgKtXnKzOdBj		CJK-B	ekxb
𧟞	衤立臼乚立臼乚衣	EgOwVmLfOwVmLfPs		CJK-B	eovp
𧟟	龍②衣	KcKzPs		CJK-B	kkps
𧟠	襾一	AgYa	mìng	CJK-B	ayag
𧟡	覀一	AgYa		CJK-B	ayag
𧟢	⺄西	LfAg		CJK-B	lagf
𧟣	襾几	AgId	gǔ	CJK-B	aidg
𧟤	襾廾	AgDy		CJK-B	adyg
𧟥	覀廾	AgDy		CJK-B	adyg
𧟦	覀丌	AgDy		CJK-B	adyg
𧟧	襾大丶	AgVuHc		CJK-B	avhc
𧟨	襾丿廾	AgJtDy	xuán	CJK-B	ajdy
𧟩	襾⺝	AgXt		CJK-B	axtg
𧟪	西王丶	AgAhHc		CJK-B	aahc
𧟫	西可	AgPw		CJK-B	apwg
𧟬	覀一	AgXuYa	xū	CJK-B	axya
𧟭	十戈西	SrCuAg		CJK-B	scag
𧟮	覀囗	AgXvEn		CJK-B	axen
𧟯	覀土丂	AgGmIsEl		CJK-B	agie
𧟰	勹覀女	JwWyAgWu		CJK-B	jwaw
𧟱	襾月卩又	AgXtPaBj	bó	CJK-B	axpb
𧟲	襾龵	AgEnEn		CJK-B	aeen
𧟳	襾龵月	AgEnXt		CJK-B	aext
𧟴	襾金	AgKt		CJK-B	aktg
𧟵	覀月卩又	AgXtPaBj		CJK-B	axpb
𧟶	覀龵月	AgEnXt		CJK-B	aext
𧟷	丰②西	FdKzAg		CJK-B	fkag
𧟸	覀亻一白	AgTnYaTk		CJK-B	atyt
𧟹	襾日口十	AgRhBlSr		CJK-B	arbs
𧟺	覀王亽龴	AgAhJgQj		CJK-B	aajq
𧟻	覀⺊早	AgUrIr		CJK-B	auir
𧟼	襾火土②	AgLcGmKz	wēi	CJK-B	algk
𧟽	襾厶⺼匕②	AgQjXtSkKz		CJK-B	aqxs
𧟾	覀王缶	AgAhFp		CJK-B	aafp
𧟿	襾冂八土王	AgKrIsGmAh		CJK-B	akia
𧠀	覀丿乛耳攵	AgJtLfWiKd		CJK-B	ajlk
𧠁	西艹一艹	AgDyYaDyEn		CJK-B	adye
𧠂	襾厂言攵	AgGjOmKd	kū	CJK-B	agok
𧠃	襾彳𠂉口②夊	AgKfSfBlKzKe		CJK-B	aksk
𧠄	襾革耳	AgPcWi		CJK-B	apwi
𧠅	覀彳𠂉日夊口巴	AgKfSfRhKeBlGi		CJK-B	aksg
𧠆	丿見	JtCv	wǎn	CJK-B	jcvt
𧠇	丨見	WfCv		CJK-B	wcvf
𧠈	又見	BjCv	chà	CJK-B	bcvj
𧠉	也見	OiCv		CJK-B	ocvi
𧠊	月見	XtCv	mào	CJK-B	xcvt
𧠋	見廾	CvDy	kè	CJK-B	cdyv
𧠌	見廾	CvDy		CJK-B	cdyv
𧠍	⺄十見	LfSrCv		CJK-B	lscv
𧠎	一巾見	YaZyCv	cì	CJK-B	yzcv
𧠏	⺁⺋見	GjPaCv		CJK-B	gpcv
𧠐	見予	CvWj		CJK-B	cwjv
𧠑	見毛	CvEk		CJK-B	cekv
𧠒	㇒士見	JtGhCv	xiàn	CJK-B	jgcv
𧠓	冂人見	KrJsCv	mò	CJK-B	kjcv
𧠔	乂②見	OqKzCv		CJK-B	okcv
𧠕	見斗	CvPv		CJK-B	cpvv
𧠖	見牙	CvMs		CJK-B	cmsv
𧠗	見日	CvRh		CJK-B	crhv
𧠘	見爪	CvPu		CJK-B	cpuv
𧠙	爪見	PuCv		CJK-B	pcvu
𧠚	八刀見	IsFjCv	hūn	CJK-B	ifcv
𧠛	止見	PeCv	chàn	CJK-B	pcve
𧠜	厶口見	QjBlCv	shī	CJK-B	qbcv
𧠝	人彡見	JsWyCv	zhěn	CJK-B	jwcv
𧠞	户乙見	AiUqCv	è	CJK-B	aucv
𧠟	氏一見	RiYaCv	mí	CJK-B	rycv
𧠠	民見	OaCv		CJK-B	ocva
𧠡	𠂉也見	SfOiCv	shī	CJK-B	socv
𧠢	且見	KxCv	qū	CJK-B	kcvx
𧠣	疋⺷金	KqMkKt	shū	CJK-B	kmkt
𧠤	弗見	WpCv		CJK-B	wcvp
𧠥	𪩲見	WpCv	cī	CJK-B	wcvp
𧠦	見目	CvXn	yǎn	CJK-B	cxnv
𧠧	丶見	HcYqCv		CJK-B	hycv
𧠨	⺁見	GjPsCv		CJK-B	gpcv
𧠩	龷八見	DnIsCv	hū	CJK-B	dicv
𧠪	⺊一小見	UrYaDuCv	qī	CJK-B	uydc
𧠫	至見	EvCv	zhì_dí_chì	CJK-B	ecvv
𧠬	亾見	GfZiCv	huāng	CJK-B	gzcv
𧠭	見六乂	CvSuOq		CJK-B	csoq
𧠮	見吅	CvWh		CJK-B	cwhv
𧠯	士口見	GhBlCv		CJK-B	gbcv
𧠰	亡見	GfZiCv		CJK-B	gzcv
𧠱	工夕見	HxPfCv		CJK-B	hpcv
𧠲	囗口見	XvBlCv		CJK-B	xbcv
𧠳	爫冖見	PuEiCv		CJK-B	pecv
𧠴	見土寸	CvGmDl	zhǐ	CJK-B	cgdl
𧠵	木冂見	IeKrCv		CJK-B	ikcv
𧠶	𠂇⺝見	LuXtCv	yǒu	CJK-B	lxcv
𧠷	六乂見	SuOqCv		CJK-B	socv
𧠸	又木見	BjIeCv		CJK-B	bicv
𧠹	土②見	GmKzCv		CJK-B	gkcv
𧠺	⺧儿見	ZfInCv		CJK-B	zicv
𧠻	見言	CvOm		CJK-B	comv
𧠼	⺧口見	ZfBlCv	gào	CJK-B	zbcv
𧠽	宀丿大見	EiJtVuCv	yǎo	CJK-B	ejvc
𧠾	爫子見	PuDxCv	pōu	CJK-B	pdcv
𧠿	月彡見	XtWyCv		CJK-B	xwcv
𧡀	豆見	HwCv		CJK-B	hcvw
𧡁	山王見	WrAhCv		CJK-B	wacv
𧡂	土火見	GmLcCv		CJK-B	glcv
𧡃	宀𠂇厶見	EiLuQjCv		CJK-B	elqc
𧡄	見豕	CvTu		CJK-B	ctuv
𧡅	大丿大見	VuJtVuCv		CJK-B	vjvc
𧡆	目冫見	XnQuCv		CJK-B	xqcv
𧡇	見田力	CvJaVn	yí	CJK-B	cjvn
𧡈	口丿土見	BlJtGmCv	chèng	CJK-B	bjgc
𧡉	見丶廾	CvHcDyZi	jì	CJK-B	chdz
𧡊	亻木一見	TnIeYaCv		CJK-B	tiyc
𧡋	厂土②見	GjGmKzCv	ǎi_yá	CJK-B	ggkc
𧡌	戶⺼見	AiXtCv		CJK-B	axcv
𧡍	木日見	IeRhCv	dòng	CJK-B	ircv
𧡎	臼儿見	VmInCv		CJK-B	vicv
𧡏	又④見	BjUtCv	suì	CJK-B	bucv
𧡐	矢口見	NvBlCv		CJK-B	nbcv
𧡑	⺊日見	UrRhSkCv	jiù	CJK-B	ursc
𧡒	見⺁	CvGjPs		CJK-B	cgps
𧡓	爫冖又見	PuEiBjCv		CJK-B	pebc
𧡔	龷冂二見	DnKrNpCv		CJK-B	dknc
𧡕	見⺊一小又	CvUrYaDuBj		CJK-B	cuyb
𧡖	隹見	OdCv		CJK-B	ocvd
𧡗	丶王廾見	HcAhDyCv		CJK-B	hadc
𧡘	士示見	GhLdCv	qì_qīn	CJK-B	glcv
𧡙	廿火見	DnLcCv	lián	CJK-B	dlcv
𧡚	十一見	SrXnYaCv	xuǎn	CJK-B	sxyc
𧡛	來見	HvCv		CJK-B	hcvv
𧡜	日月見	RhXtCv	liǎo	CJK-B	rxcv
𧡝	見	CvCmIs		CJK-B	ccis
𧡞	亻土②見	TnGmKzCv		CJK-B	tgkc
𧡟	䒑业見	NwEoCv		CJK-B	necv
𧡠	凵丨一火見	KrWfYaLcCv		CJK-B	kwyc
𧡡	冖車見	EiAnCv	yùn	CJK-B	eacv
𧡢	宀一日一見	EiYaRhYaCv	xuǎn	CJK-B	eyrc
𧡣	禾火見	SvLcCv	cóu	CJK-B	slcv
𧡤	戶見	AiNdCv	piān	CJK-B	ancv
