char	chai	code	pinyin	zijiset	encode
瓣	瓜辛	JrXjJr	bàn	GB0	jxjr
瓤	衣吅冓瓜	PsWhFiXj	ráng	GB0	pwfx
瓦	瓦	Lx	wǎ_wà	GB0	lxx
瓮	八厶瓦	IsQjLx	wèng	GB0	iqlx
瓯	匸㐅瓦	AoOqLx	ōu	GB0	aolx
瓴	亽龴瓦	JgQjLx	líng	GB0	jqlx
瓶	䒑廾瓦	NwDyLx	píng	GB0	ndlx
瓷	冫欠瓦	QuLsLx	cí	GB0	qllx
瓿	立口瓦	OwBlLx	bù_pǒu	GB0	oblx
甄	覀土瓦	AgGmLx	zhēn_zhèn_juàn	GB0	aglx
甍	艹罒冖瓦	DyPgEiLx	méng	GB0	dpel
甏	彡瓦	ErWyLx	bèng	GB0	ewlx
甑	丷囗⺌日瓦	NwXvDuRhLx	zèng	GB0	nxdl
甓	尸口辛瓦	OcBlJrLx	pì	GB0	objl
甘	甘	Wn	gān_hān	GB0	wnn
甙	弋甘	CfWn	dài	GB0	cwnf
甚	㇗	WnIsLf	shèn_shén	GB0	wilf
甜	舌甘	ZmWn	tián	GB0	zwnm
生	生	Ou	shēng	GB0	ouu
甥	生田力	OuJaVn	shēng	GB0	ojvn
用	用	Os	yòng	GB0	oss
甩	用乚	OsLf	shuǎi	GB0	olfs
甫	甫	Iw	fǔ_fū_pǔ	GB0	iww
甬	龴	QjOs	yǒng_dòng	GB0	qosj
甭	不用	ZvOs	béng_qì	GB0	zosv
甯	宀心	EiQmOs	níng_nìng	GB0	eqos
田	田	Ja	tián	GB0	jaa
由	由	Bn	yóu_yāo	GB0	bnn
甲	甲	Bk	jiǎ	GB0	bkk
申	日丨	RhWf	shēn	GB0	rwfh
电	日乚	RhLf	diàn	GB0	rlfh
男	田力	JaVn	nán	GB0	jvna
甸	勹田	JwJa	diān_diàn_tián_shèng_yìng	GB0	jjaw
町	田丁	JaIx	tīng_dīng_tǐng_zhèng_tiǎn	GB0	jixa
画	一田凵	YaJaKr	huà	GB0	yjkr
甾	巛田	ZiJa	zāi_zī	GB0	zjai
畀	田丌	JaDy	bì	GB0	jdya
畅	日丨ㄋ	RhWfLfWy	chàng	GB0	rwlw
畈	田⺁又	JaGjBj	fàn	GB0	jgbj
畋	田攵	JaKd	tián	GB0	jkda
界	田人	JaJsFj	jiè	GB0	jjfj
畎	田犬	JaNc	quǎn	GB0	jnca
畏	田一	JaYaPs	wèi_wēi_wěi	GB0	jyps
畔	田丷	JaNwEn	pàn	GB0	jnen
留	田	EhJa	liú_liù_liǔ	GB0	ejah
畚	厶大田	QjVuJa	běn	GB0	qvja
畛	田人彡	JaJsWy	zhěn	GB0	jjwy
畜	亠幺田	FcNfJa	chù_xù	GB0	fnja
略	田各	JaGy	lüè	GB0	jgya
畦	田土②	JaGmKz	qí	GB0	jgkm
番	丿米田	JtEuJa	fān_pān_fán_bō_pó_pán_pàn_pí	GB0	jeja
畲	人示田	JsLdJa	shē	GB0	jlja
畴	田寸	JaFdDl	chóu	GB0	jfdl
畸	田大可	JaVuPw	jī_qí	GB0	jvpw
畹	田宀夕⺋	JaEiPfPa	wǎn_yuǎn	GB0	jepp
畿	幺②戈田	NfKzCuJa	jī	GB0	nkcj
疃	田立里	JaOwVp	tuǎn	GB0	jovp
疆	弓土一田一田一	JeGmYaJaYaJaYa	jiāng_jiàng	GB0	jgyy
疋	疋	Kq	pǐ_shū_yǎ	GB0	kqq
疏	⺪	KqOgZi	shū	GB0	kozi
疑	匕矢龴疋	SkNvQjKq	yí_níng	GB0	snqk
疒	疒	Sn	nè	GB0	snn
疔	疒丁	SnIx	dīng_nè	GB0	sixn
疖	疒卩	SnPa	jiē	GB0	span
疗	疒了	SnDf	liáo	GB0	sdfn
疙	疒𠂉乙	SnSfUq	gē_yì	GB0	ssuq
疚	疒㇏	SnHjHc	jiù	GB0	shhc
疝	疒山	SnWr	shàn	GB0	swrn
疟	疒	SnRk	nüè_yào	GB0	srkn
疠	疒一	SnYaFj	lì	GB0	syfj
疡	疒ㄋ	SnLfWy	yáng	GB0	slwy
疣	疒尤	SnOr	yóu_yòu	GB0	sorn
疤	疒巴	SnGi	bā	GB0	sgin
疥	疒人	SnJsFj	jiè	GB0	sjfj
疫	疒殳	SnFo	yì	GB0	sfon
疬	疒厂力	SnGjVn	lì	GB0	sgvn
疮	疒人⺋	SnJsPa	chuāng	GB0	sjpa
疯	疒⺇乂	SnIdOq	fēng	GB0	sioq
疰	疒丶王	SnHcAh	zhù	GB0	shah
疱	疒勹巳	SnJwDp	pào	GB0	sjdp
疲	疒皮	SnRn	pí	GB0	srnn
疳	疒甘	SnWn	gān	GB0	swnn
疴	疒可	SnPw	kē_ē_qià	GB0	spwn
疵	疒匕	SnPeSk	cī_zī_zhài_jì	GB0	spsk
疸	疒日一	SnRhYa	dǎn_da	GB0	srya
疹	疒人彡	SnJsWy	zhěn_chèn	GB0	sjwy
疼	疒夂⺀	SnKeQu	téng	GB0	skqu
疽	疒且	SnKx	jū_jǔ	GB0	skxn
疾	疒矢	SnNv	jí	GB0	snvn
痂	疒力口	SnVnBl	jiā	GB0	svbl
痃	疒亠幺	SnFcNf	xuán	GB0	sfnf
痄	疒乍	SnMf	zhà	GB0	smfn
病	疒一冂人	SnYaKrJs	bìng	GB0	sykj
症	疒一止	SnYaPe	zhèng_zhēng	GB0	sype
痈	疒用	SnOs	yōng	GB0	sosn
痉	疒ス工	SnBjHx	jìng	GB0	sbhx
痊	疒人王	SnJsAh	quán	GB0	sjah
痍	疒大弓	SnVuJe	yí	GB0	svje
痒	疒羊	SnMk	yǎng_yáng	GB0	smkn
痔	疒土寸	SnGmDl	zhì	GB0	sgdl
痕	疒艮	SnQp	hén_gèn	GB0	sqpn
痖	疒一业	SnYaEo	yǎ	GB0	syeo
痘	疒豆	SnHw	dòu	GB0	shwn
痛	疒龴	SnQjOs	tòng	GB0	sqos
痞	疒不口	SnZvBl	pǐ	GB0	szbl
痢	疒禾刂	SnSvFj	lì	GB0	ssfj
痣	疒士心	SnGhQm	zhì	GB0	sgqm
痤	疒人②土	SnJsKzGm	cuó	GB0	sjkg
痦	疒五口	SnMbBl	wù_pī	GB0	smbl
痧	疒氵𡭔丿	SnYqDuJt	shā	GB0	sydj
痨	疒艹冖力	SnDyEiVn	láo	GB0	sdev
痪	疒⺈大	SnHjKrVu	huàn_tuǎn	GB0	shkv
痫	疒门木	SnKoIe	xián	GB0	skie
痰	疒火②	SnLcKz	tán	GB0	slkc
痱	疒非	SnUz	fèi_féi_fěi	GB0	suzn
痴	疒矢口	SnNvBl	chī	GB0	snbl
痹	疒田丌	SnJaDy	bì	GB0	sjdy
痼	疒囗古	SnXvYs	gù	GB0	sxys
痿	疒禾女	SnSvWu	wěi	GB0	sswu
瘀	疒方人⺀	SnNsJsQu	yū	GB0	snjq
瘁	疒亠人②十	SnFcJsKzSr	cuì	GB0	sfjs
瘃	疒豕丶	SnTuHc	zhú	GB0	sthc
瘅	疒丷田十	SnNwJaSr	dān_dàn	GB0	snjs
瘊	疒亻矢	SnTnAoNv	hóu	GB0	stan
瘌	疒束刂	SnFyFj	là	GB0	sffj
瘐	疒臼人	SnVmJs	yǔ_yù	GB0	svjs
瘕	疒二コ又	SnOcNpAoBj	jiǎ_xiā	GB0	sonb
瘗	疒夫丷土	SnZoNwGm	yì	GB0	szng
瘘	疒米女	SnEuWu	lòu	GB0	sewu
瘙	疒又丶虫	SnBjHcHr	sào	GB0	sbhh
瘛	疒丰刀心	SnFdFjQm	chì	GB0	sffq
瘟	疒日皿	SnRhDo	wēn_wò_yūn	GB0	srdo
瘠	疒冫人⺝	SnQuQuJsXt	jí	GB0	sqqx
瘢	疒舟殳	SnOvFo	bān	GB0	sofo
瘤	疒田	SnEhJa	liú	GB0	seja
瘥	疒⺶工	SnMkHx	chài_cuó	GB0	smhx
瘦	疒臼丨又	SnVmWfBj	shòu	GB0	svwb
瘩	疒艹亼口	SnDyJgBl	dā_da_dá	GB0	sdjb
瘪	疒自仑	SnFgOf	biě_biē	GB0	sfof
瘫	疒又隹	SnBjOd	tān	GB0	sbod
瘭	疒覀示	SnAgLd	biāo	GB0	sald
瘰	疒田糸	SnJaFu	luǒ	GB0	sjfu
瘳	疒羽人彡	SnKwJsWy	chōu_lù	GB0	skjw
瘴	疒音十	SnHnSr	zhàng	GB0	shsr
瘵	疒示	SnIsLd	zhài_jì	GB0	sild
瘸	疒力口冂人②	SnVnBlKrJsKz	qué	GB0	svbj
瘼	疒艹日大	SnDyRhVu	mò	GB0	sdrv
瘾	疒阝⺈彐心	SnPrHjRkQm	yǐn	GB0	sphq
瘿	疒贝②女	SnFmKzWu	yǐng	GB0	sfkw
癀	疒黄	SnCn	huáng	GB0	scnn
癃	疒阝夂一生	SnPrKeYaOu	lóng	GB0	spko
癌	疒品山	SnUbWr	ái_yán	GB0	suwr
癍	疒王文王	SnAhKgAh	bān	GB0	saka
癔	疒音心	SnHnQm	yì	GB0	shqm
癖	疒尸口辛	SnOcBlJr	pǐ	GB0	sobj
癜	疒尸龷八殳	SnOcDnIsFo	diàn	GB0	sodf
癞	疒束⺈贝	SnFyHjFm	lài	GB0	sfhf
癣	疒鱼羊	SnJdMk	xuǎn	GB0	sjmk
癫	疒十页	SnSrXnIsMr	diān	GB0	ssxm
癯	疒目②隹	SnXnKzOd	qú	GB0	sxko
癸	癶一大	IsYaVu	guǐ	GB0	iyvu
登	癶豆	IsHw	dēng_dé	GB0	ihws
白	白	Tk	bái_bó	GB0	tkk
百	一白	YaTk	bǎi_bó_mò	GB0	ytka
皂	白七	TkMd	zào	GB0	tmdk
的	白勹丶	TkJwHc	de_dī_dí_dì	GB0	tjhc
皆	匕②白	SkKzTk	jiē	GB0	sktk
皇	白王	TkAh	huáng_wǎng	GB0	tahk
皈	白⺁又	TkGjBj	guī	GB0	tgbj
皋	白大十	TkVuSr	gāo_háo_gū	GB0	tvsr
皎	白六乂	TkSuOq	jiǎo	GB0	tsoq
皑	白山己	TkWrUd	ái	GB0	twud
皓	白⺧口	TkZfBl	hào_huī	GB0	tzbl
皖	白宀二儿	TkEiNpIn	wǎn_huàn	GB0	teni
皙	木斤白	IeXuTk	xī	GB0	ixtk
皤	白丿米田	TkJtEuJa	pó_pán	GB0	tjej
皮	皮	Rn	pí	GB0	rnn
皱	⺈彐皮	HjRkRn	zhòu	GB0	hrrn
皲	冖皮	EiGuRn	jūn	GB0	egrn
皴	厶八夊皮	QjIsKeRn	cūn	GB0	qikr
皿	皿	Do	mǐn_mǐng	GB0	doo
盂	一皿	YaSrDo	yú	GB0	ysdo
盅	口丨皿	BlWfDo	zhōng_chōng	GB0	bwdo
盆	八刀皿	IsFjDo	pén	GB0	ifdo
盈	乃又皿	CiBjDo	yíng	GB0	cbdo
益	皿	YqDo	yì	GB0	ydoq
盍	土厶皿	GmQjDo	hé_kě	GB0	gqdo
盎	大皿	KrVuDo	àng	GB0	kvdo
盏	一戈皿	YaCuDo	zhǎn	GB0	ycdo
盐	土卜皿	GmUrDo	yán	GB0	gudo
监	〢皿	FjMvDo	jiān_jiàn	GB0	fmdo
盒	亼口皿	JgBlDo	hé_ān	GB0	jbdo
盔	𠂇火皿	LuLcDo	kuī	GB0	lldo
盖	⺷皿	MkDo	gài_gě	GB0	mdok
盗	冫欠皿	QuLsDo	dào	GB0	qldo
盘	舟皿	OvDo	pán	GB0	odov
盛	戊㇆皿	VwLfDo	shèng_chéng	GB0	vldo
盟	日月皿	RhXtDo	méng_mèng_míng	GB0	rxdo
盥	水皿	VmYqDo	guàn	GB0	vydo
目	目	Xn	mù	GB0	xnn
盯	目丁	XnIx	dīng_chéng	GB0	xixn
盱	目一	XnYaSr	xū	GB0	xysr
盲	亡目	GfXn	máng	GB0	gxnf
直	十一	SrXnYa	zhí	GB0	sxya
相	木目	IeXn	xiāng_xiàng	GB0	ixne
盹	目一	XnYaAm	dǔn_zhūn	GB0	xyam
盼	目八刀	XnIsFj	pàn_fén	GB0	xifj
盾	⺁十目	GjSrXn	dùn_shǔn_yǔn	GB0	gsxn
省	𡭔丿目	DuJtXn	shěng_xǐng_xiǎn	GB0	djxn
眄	目一丨㇗㇆	XnYaWfLfLf	miǎn_miàn	GB0	xywl
眇	目𡭔丿	XnDuJt	miǎo_miào	GB0	xdjt
眈	目冖	XnEiIn	dān_chěn	GB0	xein
眉	目	OcXn	méi	GB0	oxnc
看	龵目	EnXn	kàn_kān	GB0	exnn
眍	目匸㐅	XnAoOq	kōu	GB0	xaoq
眙	目厶口	XnQjBl	yí_chì	GB0	xqbl
眚	生目	OuXn	shěng	GB0	oxnu
真	十	SrXnIs	zhēn	GB0	sxis
眠	目民	XnOa	mián_miǎn_mǐn	GB0	xoan
眢	夕⺋目	PfPaXn	yuān	GB0	ppxn
眦	目匕	XnPeSk	zì	GB0	xpsk
眨	目丿之	XnJtCj	zhǎ	GB0	xjcj
眩	目亠幺	XnFcNf	xuàn_huàn_juàn	GB0	xfnf
眭	目土②	XnGmKz	suī_huī_xié_wèi	GB0	xgkm
眯	目米	XnEu	mī_mí_mǐ_mì	GB0	xeun
眵	目夕②	XnPfKz	chī	GB0	xpkf
眶	目匚王	XnAoAh	kuàng	GB0	xaah
眷	丷夫目	NwZoXn	juàn	GB0	nzxn
眸	目厶牛	XnQjZf	móu	GB0	xqzf
眺	目儿冫	XnInQuQu	tiào	GB0	xiqq
眼	目艮	XnQp	yǎn_wěn	GB0	xqpn
着	⺶目	MkXn	zhe_zhāo_zháo_zhuó	GB0	mxnk
睁	目⺈	XnHjZk	zhēng	GB0	xhzk
睃	目厶八夊	XnQjIsKe	suō_jùn_juān	GB0	xqik
睇	目丷𢎨	XnNwWp	dì_tī_tí	GB0	xnwp
睐	目未丷	XnGoNw	lài	GB0	xgnw
睑	目亼⺍一	XnJgYqYa	jiǎn	GB0	xjyy
睚	目厂土②	XnGjGmKz	yá	GB0	xggk
睛	目龶⺝	XnFdXt	jīng_jǐng	GB0	xfxt
睡	目千艹士	XnUvDyGh	shuì	GB0	xudg
睢	目隹	XnOd	suī_huī_wěi	GB0	xodn
督	⺊一小又目	UrYaDuBjXn	dū	GB0	uydx
睥	目白丿十	XnTkJtSr	pì	GB0	xtjs
睦	目土八土	XnGmIsGm	mù	GB0	xgig
睨	目臼儿	XnVmIn	nì	GB0	xvin
睫	目一龰	XnYaRkPe	jié_shè	GB0	xyrp
睬	目爫木	XnPuIe	cǎi	GB0	xpie
睹	目耂日	XnMoRh	dǔ	GB0	xmrh
睽	目癶一大	XnIsYaVu	kuí_kuì_jì	GB0	xiyv
睾	丿罒土	JtPgGmMk	gāo_hào	GB0	jpgm
睿	目	LwHfXn	ruì	GB0	lhxn
瞀	予丿攵目	WjJtKdXn	mào_wú	GB0	wjkx
瞄	目艹田	XnDyJa	miáo	GB0	xdja
瞅	目禾火	XnSvLc	chǒu	GB0	xslc
瞌	目土厶皿	XnGmQjDo	kē	GB0	xgqd
瞍	目臼丨又	XnVmWfBj	sǒu	GB0	xvwb
瞎	目宀丰口	XnEiFdBl	xiā	GB0	xefb
瞑	目冖日六	XnEiRhSu	míng_méng_mián	GB0	xers
瞒	目艹两	XnDyUx	mán	GB0	xdux
瞟	目覀示	XnAgLd	piǎo_piào_piāo	GB0	xald
瞠	目土	XnGkGm	chēng_zhèng	GB0	xggm
瞢	艹罒冖目	DyPgEiXn	méng_máng_mèng	GB0	dpex
瞥	㡀攵目	BuKdXn	piē_bì	GB0	bkxn
瞧	目隹灬	XnOdLc	qiáo	GB0	xolc
瞩	目尸丿口禸	XnOcJtBlXi	zhǔ	GB0	xojx
瞪	目癶豆	XnIsHw	dèng	GB0	xihw
瞬	目爫冖夕㐄	XnPuEiPfDj	shùn	GB0	xped
瞰	目乛耳攵	XnLfWiKd	kàn	GB0	xlwk
瞳	目立里	XnOwVp	tóng	GB0	xovp
瞵	目米夕㐄	XnEuPfDj	lín_lìn_lián	GB0	xepd
瞻	目⺈厂八言	XnHjGjIsOm	zhān	GB0	xhgo
瞽	支目	ErSyXn	gǔ	GB0	esxn
瞿	目②隹	XnKzOd	qú_jù_jí	GB0	xkod
矍	目②隹又	XnKzOdBj	jué	GB0	xkob
矗	十一十一十一	SrXnYaSrXnYaSrXnYa	chù	GB0	sxyy
矛	予丿	WjJt	máo	GB0	wjtj
矜	予丿亽	WjJtJgLf	jīn_qín_guān	GB0	wjjl
矢	矢	Nv	shǐ	GB0	nvv
矣	厶矢	QjNv	yǐ_xián	GB0	qnvj
知	矢口	NvBl	zhī_zhì	GB0	nblv
矧	矢弓丨	NvJeWf	shěn	GB0	njwf
矩	矢匚コ	NvAoAo	jǔ	GB0	naao
矫	矢丿大	NvJtVuFj	jiǎo_jiáo	GB0	njvf
矬	矢人②土	NvJsKzGm	cuó	GB0	njkg
短	矢豆	NvHw	duǎn	GB0	nhwv
矮	矢禾女	NvSvWu	ǎi	GB0	nswu
石	石	Ne	shí_dàn	GB0	nee
矶	石几	NeId	jī	GB0	nide
矸	石干	NeDk	gān_gàn_gǎn_hàn	GB0	ndke
矽	石夕	NePf	xì_xī	GB0	npfe
矾	石几丶	NeIdHc	fán	GB0	nihc
矿	石广	NeHb	kuàng	GB0	nhbe
砀	石ㄋ	NeLfWy	dàng	GB0	nlwy
码	石马	NeSo	mǎ	GB0	nsoe
砂	石𡭔丿	NeDuJt	shā	GB0	ndjt
砉	丰石	FdNe	huò_huā_xū	GB0	fned
砌	石七刀	NeMdFj	qì_qiè	GB0	nmfj
砍	石欠	NeLs	kǎn	GB0	nlse
砑	石牙	NeMs	yà	GB0	nmse
砒	石匕②	NeSkKz	pī	GB0	nskk
研	石一廾	NeYaDy	yán_yàn_xíng	GB0	nydy
砖	石二丶	NeNpLfHc	zhuān	GB0	nnlh
砗	石车	NeGu	chē	GB0	ngue
砘	石一	NeYaAm	dùn	GB0	nyam
砚	石见	NeJv	yàn	GB0	njve
砜	石⺇乂	NeIdOq	fēng	GB0	nioq
砝	石土厶	NeGmQj	fá_fǎ_jié_gé	GB0	ngqj
砟	石乍	NeMf	zhǎ_zhà_zuó	GB0	nmfe
砣	石宀匕	NeEiSk	tuó	GB0	nesk
砥	石氏丶	NeRiHc	dǐ_zhǐ	GB0	nrhc
砦	匕石	PeSkNe	zhài	GB0	psne
砧	石⺊口	NeUrBl	zhēn	GB0	nubl
砩	石弗	NeWp	fú_fèi	GB0	nwpe
砬	石立	NeOw	lá_lì_lā	GB0	nowe
砭	石丿之	NeJtCj	biān	GB0	njcj
砰	石干丷	NeDkNw	pēng_pīng_pèng	GB0	ndnw
破	石皮	NeRn	pò	GB0	nrne
砷	石日丨	NeRhWf	shēn	GB0	nrwf
砸	石匚巾	NeAoZy	zá	GB0	nazy
砹	石艹乂	NeDyOq	ài	GB0	ndoq
砺	石厂一	NeGjYaFj	lì	GB0	ngyf
砻	龙石	PdNe	lóng	GB0	pned
砼	石人工	NeJsHx	tóng	GB0	njhx
砾	石小	NeKyDu	lì	GB0	nkdu
础	石屮凵	NeAmKr	chǔ	GB0	nakr
硅	石土②	NeGmKz	guī_hè	GB0	ngkm
硇	石囟乂	NeUfOq	náo	GB0	nuoq
硌	石各	NeGy	gè_luò_lì	GB0	ngye
硎	石一廾刂	NeYaDyFj	xíng_kēng	GB0	nydf
硐	石冂一口	NeKrYaBl	dòng_tóng_liú	GB0	nkyb
硒	石西	NeAg	xī	GB0	nage
硕	石页	NeMr	shuò	GB0	nmre
硖	石夫丷	NeZoNw	xiá	GB0	nznw
硗	石一儿	NeCuYaIn	qiāo	GB0	ncyi
硝	石⺌⺝	NeDuXt	xiāo_qiào	GB0	ndxt
硪	石丿扌戈	NeJtUgCu	wò_é_yǐ	GB0	njuc
硫	石	NeOgZi	liú_chù	GB0	nozi
硬	石一日	NeYaRhOq	yìng_gěng	GB0	nyro
硭	石艹亡	NeDyGf	máng	GB0	ndgf
确	石⺈用	NeHjOs	què	GB0	nhos
硷	石亼⺍一	NeJgYqYa	jiǎn	GB0	njyy
硼	石月②	NeXtKz	péng_pēng	GB0	nxkt
碇	石宀疋	NeEiKq	dìng	GB0	nekq
碉	石⺆土口	NeKrGmBl	diāo	GB0	nkgb
碌	石氺	NeRkYq	lù_liù_luò	GB0	nryq
碍	石日一寸	NeRhYaDl	ài	GB0	nryd
碎	石亠人②十	NeFcJsKzSr	suì	GB0	nfjs
碑	石白丿十	NeTkJtSr	bēi	GB0	ntjs
碓	石隹	NeOd	duì_duī	GB0	node
碗	石宀夕⺋	NeEiPfPa	wǎn	GB0	nepp
碘	石	NeCmIs	diǎn	GB0	ncis
碚	石立口	NeOwBl	bèi	GB0	nobl
碛	石龶贝	NeFdFm	qì	GB0	nffm
碜	石厶大彡	NeQjVuWy	chěn	GB0	nqvw
碟	石廿㇗木	NeDnLfIe	dié_shé	GB0	ndli
碡	石龶母	NeFdUa	dú_zhóu	GB0	nfua
碣	石日勹亾	NeRhJwGf	jié_kě_yà	GB0	nrjg
碥	石户	NeAiNd	biǎn	GB0	nand
碧	王白石	AhTkNe	bì	GB0	atne
碰	石䒑业	NeNwEo	pèng	GB0	nneo
碱	石戊一口	NeVwYaBl	jiǎn_xián	GB0	nvyb
碲	石冖巾	NeOwEiZy	dì	GB0	noez
碳	石山𠂇火	NeWrLuLc	tàn	GB0	nwll
碴	石木日一	NeIeRhYa	chá_chā	GB0	niry
碹	石宀一日一	NeEiYaRhYa	xuàn	GB0	neyy
碾	石尸龷	NeOcDnPs	niǎn	GB0	nodp
磁	石䒑幺②	NeNwNfKz	cí	GB0	nnnk
磅	石冖方	NeOwEiNs	bàng_páng_pāng	GB0	noen
磉	石又③木	NeBjHtIe	sǎng	GB0	nbhi
磊	石③	NeHt	lěi	GB0	nhet
磋	石⺶工	NeMkHx	cuō	GB0	nmhx
磐	舟殳石	OvFoNe	pán	GB0	ofne
磔	石夕㐄木	NePfDjIe	zhé	GB0	npdi
磕	石土厶皿	NeGmQjDo	kē_kě	GB0	ngqd
磙	石衣八厶	NePsIsQj	gǔn	GB0	npiq
磨	麻石	JpNe	mó_mò	GB0	jnep
磬	士殳石	GhOcFoNe	qìng_qǐng	GB0	gofn
磲	石氵匚コ木	NeYqAoAoIe	qú	GB0	nyai
磴	石癶豆	NeIsHw	dèng_dēng	GB0	nihw
磷	石米夕㐄	NeEuPfDj	lín_lìn_lǐn_líng	GB0	nepd
磺	石黄	NeCn	huáng_kuàng_gǒng	GB0	ncne
礁	石隹灬	NeOdLc	jiāo	GB0	nolc
礅	石子攵	NeIhDxKd	dūn	GB0	nidk
礓	石一田一田一	NeYaJaYaJaYa	jiāng	GB0	nyjy
礞	石艹冖一豕	NeDyEiYaTu	méng	GB0	ndet
礤	石艹示	NeDyIsLd	cǎ	GB0	ndil
礴	石艹氵甫寸	NeDyYqIwDl	bó	GB0	ndyd
示	示	Ld	shì_qí_zhì_shí	GB0	ldd
礻	礻	Ld	shì	GB0	lddd
礼	礻乚	LdLf	lǐ	GB0	llfd
社	礻土	LdGm	shè	GB0	lgmd
祀	礻巳	LdDp	sì	GB0	ldpd
祁	礻阝	LdPr	qí_zhǐ	GB0	lprd
祆	礻一大	LdYaVu	xiān	GB0	lyvu
祈	礻斤	LdXu	qí_guǐ	GB0	lxud
祉	礻止	LdPe	zhǐ	GB0	lped
祓	礻𠂇又丶	LdLuBjHc	fú_fèi	GB0	llbh
祖	礻且	LdKx	zǔ_jiē	GB0	lkxd
祗	礻氏丶	LdRiHc	zhī	GB0	lrhc
祚	礻乍	LdMf	zuò	GB0	lmfd
祛	礻土厶	LdGmQj	qū	GB0	lgqj
祜	礻古	LdYs	hù	GB0	lysd
祝	礻口儿	LdBlIn	zhù_zhòu_chù	GB0	lbin
神	礻日丨	LdRhWf	shén_shēn	GB0	lrwf
祟	屮凵示	AmKrLd	suì	GB0	akld
祠	礻㇆一口	LdLfYaBl	cí_sì	GB0	llyb
祢	礻小	LdHjDu	mí_nǐ	GB0	lhdu
祥	礻羊	LdMk	xiáng	GB0	lmkd
祧	礻儿冫	LdInQuQu	tiāo	GB0	liqq
票	覀示	AgLd	piào_piāo	GB0	aldg
祭	示	IsLd	jì_zhài	GB0	ilds
祯	礻⺊贝	LdUrFm	zhēn	GB0	lufm
祷	礻寸	LdFdDl	dǎo	GB0	lfdl
祸	礻口冂人	LdBlKrJs	huò	GB0	lbkj
祺	礻	LdWnIs	qí	GB0	lwis
禀	亠囗口示	FcXvBlLd	bǐng	GB0	fxbl
禁	木②示	IeKzLd	jìn_jīn	GB0	ikld
禄	礻氺	LdRkYq	lù	GB0	lryq
禅	礻丷田十	LdNwJaSr	chán_shàn	GB0	lnjs
禊	礻丰刀大	LdFdFjVu	xì	GB0	lffv
福	礻一口田	LdYaBlJa	fú_fù	GB0	lybj
禚	礻⺷灬	LdMkLc	zhuó	GB0	lmlc
禧	礻壴口	LdErBl	xǐ_xī	GB0	lebl
禳	礻衣吅冓	LdPsWhFi	ráng	GB0	lpwf
禹	丿口禸	JtBlXi	yǔ	GB0	jbxi
禺	田禸	JaXi	yú_yù	GB0	jxia
离	亠㐅凵禸	FcOqKrXi	lí_chī	GB0	fokx
禽	人亠㐅凵禸	JsFcOqKrXi	qín	GB0	jfox
禾	禾	Sv	hé	GB0	svv
秀	禾乃	SvCi	xiù	GB0	sciv
私	禾厶	SvQj	sī	GB0	sqjv
秃	禾几	SvId	tū	GB0	sidv
秆	禾干	SvDk	gǎn	GB0	sdkv
秉	禾	SvRk	bǐng	GB0	srkv
秋	禾火	SvLc	qiū	GB0	slcv
种	禾口丨	SvBlWf	zhǒng_chóng_zhòng	GB0	sbwf
科	禾斗	SvPv	kē_kè	GB0	spvv
秒	禾𡭔丿	SvDuJt	miǎo	GB0	sdjt
秕	禾匕②	SvSkKz	bǐ	GB0	sskk
秘	禾心丿	SvQmJt	mì_bì_bié	GB0	sqjt
租	禾且	SvKx	zū_jū	GB0	skxv
秣	禾一木	SvYaIe	mò	GB0	syie
秤	禾干丷	SvDkNw	chèng_chēng_píng	GB0	sdnw
秦	㇏禾	FdHcSv	qín	GB0	fhsv
秧	禾大	SvKrVu	yāng	GB0	skvu
秩	禾丿夫	SvJtZo	zhì	GB0	sjzo
秫	禾木丶	SvIeHc	shú	GB0	sihc
秭	禾𠂔	SvWp	zǐ	GB0	swpv
积	禾口八	SvBlIs	jī_zhǐ	GB0	sbis
称	禾小	SvHjDu	chēng_chèn_chèng	GB0	shdu
秸	禾士口	SvGhBl	jiē_jí	GB0	sgbl
移	禾夕②	SvPfKz	yí_chǐ_yì	GB0	spkf
秽	禾山夕	SvWrPf	huì	GB0	swpf
稀	禾㐅𠂇巾	SvOqLuZy	xī	GB0	solz
稂	禾丶艮	SvHcQp	láng	GB0	shqp
稃	禾爫子	SvPuDx	fū	GB0	spdx
稆	禾口②	SvBlKz	lǚ	GB0	sbkl
程	禾口王	SvBlAh	chéng	GB0	sbah
稍	禾⺌⺝	SvDuXt	shāo_shào	GB0	sdxt
税	禾丷口儿	SvNwBlIn	shuì_tuō_tuì_tuàn	GB0	snbi
稔	禾亽心	SvJgLfQm	rěn	GB0	sjlq
稗	禾白丿十	SvTkJtSr	bài	GB0	stjs
稚	禾隹	SvOd	zhì	GB0	sodv
稞	禾田木	SvJaIe	kē_huà	GB0	sjie
稠	禾⺆土口	SvKrGmBl	chóu_tiáo_diào	GB0	skgb
稣	鱼禾	JdSv	sū	GB0	jsvd
稳	禾⺈彐心	SvHjRkQm	wěn	GB0	shrq
稷	禾田八夊	SvJaIsKe	jì_zè	GB0	sjik
稹	禾十	SvSrXnIs	zhěn_zhēn_biān	GB0	ssxi
稻	禾爫臼	SvPuVm	dào	GB0	spvm
稼	禾宀豕	SvEiTu	jià	GB0	setu
